ASTM G173-03 Reference Spectra Derived from SMARTS v. 2.9.2,,,,,,
Wvlgth nm,Etr W*m-2*nm-1,Global tilt  W*m-2*nm-1,Direct+circumsolar W*m-2*nm-1,,,
1530,2.67E-01,2.55E-01,2.48E-01,,,0
1531,2.83E-01,2.70E-01,2.62E-01,,,0
1532,2.83E-01,2.78E-01,2.70E-01,,,0
1533,2.80E-01,2.77E-01,2.69E-01,,,0
1534,2.75E-01,2.69E-01,2.61E-01,,,0
1535,2.78E-01,2.67E-01,2.59E-01,,,0
1536,2.81E-01,2.75E-01,2.67E-01,,,0
1537,2.81E-01,2.73E-01,2.66E-01,,,0
1538,2.73E-01,2.72E-01,2.64E-01,,,0
1539,2.78E-01,2.73E-01,2.65E-01,,,0
1540,2.69E-01,2.65E-01,2.57E-01,,,0
1541,2.73E-01,2.69E-01,2.61E-01,,,0
1542,2.75E-01,2.69E-01,2.62E-01,,,0
1543,2.75E-01,2.72E-01,2.64E-01,,,0
1544,2.77E-01,2.72E-01,2.64E-01,,,0
1545,2.78E-01,2.77E-01,2.69E-01,,,0
1546,2.77E-01,2.75E-01,2.67E-01,,,0
1547,2.74E-01,2.73E-01,2.65E-01,,,0
1548,2.67E-01,2.67E-01,2.59E-01,,,0
1549,2.73E-01,2.73E-01,2.66E-01,,,0
1550,2.70E-01,2.70E-01,2.62E-01,,,0
1551,2.71E-01,2.71E-01,2.63E-01,,,0
1552,2.74E-01,2.72E-01,2.64E-01,,,0
1553,2.71E-01,2.71E-01,2.64E-01,,,0
1554,2.65E-01,2.65E-01,2.57E-01,,,0
1555,2.67E-01,2.68E-01,2.60E-01,,,0
1556,2.63E-01,2.63E-01,2.56E-01,,,0
1557,2.70E-01,2.71E-01,2.63E-01,,,0
1558,2.68E-01,2.68E-01,2.61E-01,,,0
1559,2.68E-01,2.68E-01,2.61E-01,,,0
1560,2.65E-01,2.66E-01,2.58E-01,,,0
1561,2.70E-01,2.70E-01,2.62E-01,,,0
1562,2.68E-01,2.68E-01,2.60E-01,,,0
1563,2.67E-01,2.67E-01,2.59E-01,,,0
1564,2.63E-01,2.63E-01,2.55E-01,,,0
1565,2.67E-01,2.67E-01,2.60E-01,,,0
1566,2.63E-01,2.62E-01,2.55E-01,,,0
1567,2.64E-01,2.63E-01,2.56E-01,,,0
1568,2.60E-01,2.57E-01,2.50E-01,,,0
1569,2.63E-01,2.55E-01,2.47E-01,,,0
1570,2.61E-01,2.42E-01,2.35E-01,,,0
1571,2.67E-01,2.35E-01,2.29E-01,,,0
1572,2.67E-01,2.38E-01,2.31E-01,,,0
1573,2.63E-01,2.34E-01,2.28E-01,,,0
1574,2.62E-01,2.41E-01,2.35E-01,,,0
1575,2.47E-01,2.40E-01,2.33E-01,,,0
1576,2.60E-01,2.47E-01,2.40E-01,,,0
1577,2.37E-01,2.16E-01,2.10E-01,,,0
1578,2.57E-01,2.35E-01,2.29E-01,,,0
1579,2.62E-01,2.37E-01,2.30E-01,,,0
1580,2.64E-01,2.45E-01,2.38E-01,,,0
1581,2.65E-01,2.49E-01,2.42E-01,,,0
1582,2.54E-01,2.42E-01,2.35E-01,,,0
1583,2.58E-01,2.48E-01,2.41E-01,,,0
1584,2.54E-01,2.49E-01,2.42E-01,,,0
1585,2.62E-01,2.59E-01,2.51E-01,,,0
1586,2.58E-01,2.56E-01,2.48E-01,,,0
1587,2.55E-01,2.53E-01,2.46E-01,,,0
1588,2.50E-01,2.51E-01,2.44E-01,,,0
1589,2.32E-01,2.32E-01,2.26E-01,,,0
1590,2.42E-01,2.42E-01,2.35E-01,,,0
1591,2.41E-01,2.42E-01,2.35E-01,,,0
1592,2.53E-01,2.52E-01,2.45E-01,,,0
1593,2.58E-01,2.58E-01,2.51E-01,,,0
1594,2.56E-01,2.56E-01,2.49E-01,,,0
1595,2.58E-01,2.58E-01,2.51E-01,,,0
1596,2.45E-01,2.45E-01,2.38E-01,,,0
1597,2.49E-01,2.47E-01,2.40E-01,,,0
1598,2.56E-01,2.54E-01,2.47E-01,,,0
1599,2.50E-01,2.42E-01,2.35E-01,,,0
1600,2.53E-01,2.38E-01,2.31E-01,,,0
1601,2.45E-01,2.23E-01,2.17E-01,,,0
1602,2.49E-01,2.24E-01,2.18E-01,,,0
1603,2.49E-01,2.24E-01,2.18E-01,,,0
1604,2.50E-01,2.28E-01,2.22E-01,,,0
1605,2.47E-01,2.37E-01,2.30E-01,,,0
1606,2.47E-01,2.41E-01,2.35E-01,,,0
1607,2.45E-01,2.33E-01,2.26E-01,,,0
1608,2.50E-01,2.30E-01,2.23E-01,,,0
1609,2.49E-01,2.27E-01,2.21E-01,,,0
1610,2.33E-01,2.18E-01,2.11E-01,,,0
1611,2.41E-01,2.27E-01,2.20E-01,,,0
1612,2.41E-01,2.31E-01,2.24E-01,,,0
1613,2.46E-01,2.37E-01,2.30E-01,,,0
1614,2.44E-01,2.38E-01,2.32E-01,,,0
1615,2.44E-01,2.41E-01,2.34E-01,,,0
1616,2.32E-01,2.31E-01,2.24E-01,,,0
1617,2.36E-01,2.35E-01,2.28E-01,,,0
1618,2.44E-01,2.44E-01,2.37E-01,,,0
1619,2.42E-01,2.41E-01,2.34E-01,,,0
1620,2.34E-01,2.34E-01,2.28E-01,,,0
1621,2.34E-01,2.34E-01,2.28E-01,,,0
1622,2.37E-01,2.38E-01,2.31E-01,,,0
1623,2.42E-01,2.42E-01,2.36E-01,,,0
1624,2.42E-01,2.43E-01,2.36E-01,,,0
1625,2.37E-01,2.38E-01,2.31E-01,,,0
1626,2.40E-01,2.40E-01,2.33E-01,,,0
1627,2.40E-01,2.41E-01,2.34E-01,,,0
1628,2.41E-01,2.41E-01,2.34E-01,,,0
1629,2.41E-01,2.41E-01,2.35E-01,,,0
1630,2.37E-01,2.37E-01,2.30E-01,,,0
1631,2.39E-01,2.38E-01,2.31E-01,,,0
1632,2.39E-01,2.38E-01,2.32E-01,,,0
1633,2.36E-01,2.33E-01,2.26E-01,,,0
1634,2.33E-01,2.33E-01,2.26E-01,,,0
1635,2.37E-01,2.34E-01,2.27E-01,,,0
1636,2.37E-01,2.35E-01,2.29E-01,,,0
1637,2.27E-01,2.27E-01,2.21E-01,,,0
1638,2.27E-01,2.20E-01,2.14E-01,,,0
1639,2.22E-01,2.20E-01,2.14E-01,,,0
1640,2.26E-01,2.15E-01,2.09E-01,,,0
1641,2.24E-01,2.20E-01,2.13E-01,,,0
1642,2.24E-01,2.21E-01,2.15E-01,,,0
1643,2.29E-01,2.15E-01,2.09E-01,,,0
1644,2.26E-01,2.24E-01,2.17E-01,,,0
1645,2.25E-01,2.18E-01,2.12E-01,,,0
1646,2.29E-01,2.17E-01,2.11E-01,,,0
1647,2.29E-01,2.28E-01,2.21E-01,,,0
1648,2.29E-01,2.17E-01,2.11E-01,,,0
1649,2.24E-01,2.19E-01,2.13E-01,,,0
1650,2.28E-01,2.25E-01,2.19E-01,,,0
1651,2.24E-01,2.09E-01,2.03E-01,,,0
1652,2.28E-01,2.24E-01,2.18E-01,,,0
1653,2.25E-01,2.23E-01,2.17E-01,,,0
1654,2.27E-01,2.16E-01,2.10E-01,,,0
1655,2.24E-01,2.22E-01,2.16E-01,,,0
1656,2.26E-01,2.21E-01,2.15E-01,,,0
1657,2.26E-01,2.22E-01,2.16E-01,,,0
1658,2.25E-01,2.25E-01,2.19E-01,,,0
1659,2.22E-01,2.21E-01,2.15E-01,,,0
1660,2.24E-01,2.23E-01,2.17E-01,,,0
1661,2.25E-01,2.24E-01,2.18E-01,,,0
1662,2.24E-01,2.19E-01,2.13E-01,,,0
1663,2.23E-01,2.22E-01,2.16E-01,,,0
1664,2.23E-01,2.21E-01,2.15E-01,,,0
1665,2.21E-01,2.12E-01,2.06E-01,,,0
1666,2.19E-01,1.79E-01,1.74E-01,,,0
1667,2.20E-01,2.11E-01,2.05E-01,,,0
1668,2.16E-01,2.15E-01,2.09E-01,,,0
1669,2.18E-01,2.15E-01,2.09E-01,,,0
1670,2.22E-01,2.22E-01,2.16E-01,,,0
1671,2.21E-01,2.19E-01,2.13E-01,,,0
1672,2.12E-01,2.11E-01,2.06E-01,,,0
1673,2.16E-01,2.16E-01,2.11E-01,,,0
1674,2.19E-01,2.16E-01,2.10E-01,,,0
1675,2.16E-01,2.14E-01,2.08E-01,,,0
1676,2.13E-01,2.11E-01,2.06E-01,,,0
1677,2.15E-01,2.12E-01,2.07E-01,,,0
1678,2.16E-01,2.09E-01,2.04E-01,,,0
1679,2.13E-01,2.13E-01,2.07E-01,,,0
1680,2.06E-01,2.06E-01,2.00E-01,,,0
1681,1.98E-01,1.94E-01,1.89E-01,,,0
1682,2.03E-01,2.04E-01,1.98E-01,,,0
1683,2.09E-01,2.09E-01,2.04E-01,,,0
1684,2.12E-01,1.98E-01,1.93E-01,,,0
1685,2.13E-01,2.13E-01,2.08E-01,,,0
1686,2.10E-01,2.10E-01,2.05E-01,,,0
1687,2.11E-01,2.05E-01,2.00E-01,,,0
1688,2.11E-01,2.10E-01,2.05E-01,,,0
1689,2.08E-01,2.07E-01,2.02E-01,,,0
1690,2.08E-01,2.05E-01,2.00E-01,,,0
1691,2.12E-01,1.93E-01,1.88E-01,,,0
1692,2.12E-01,2.07E-01,2.02E-01,,,0
1693,2.11E-01,2.11E-01,2.06E-01,,,0
1694,2.11E-01,2.05E-01,2.00E-01,,,0
1695,2.11E-01,2.10E-01,2.04E-01,,,0
1696,2.10E-01,2.09E-01,2.04E-01,,,0
1697,2.09E-01,1.81E-01,1.76E-01,,,0
1698,2.09E-01,2.07E-01,2.02E-01,,,0
1699,2.08E-01,2.06E-01,2.00E-01,,,0
1700,2.05E-01,2.00E-01,1.95E-01,,,0
1702,2.05E-01,2.04E-01,1.99E-01,,,0
1705,2.04E-01,1.98E-01,1.93E-01,,,0
1710,1.99E-01,1.88E-01,1.83E-01,,,0
1715,2.02E-01,1.90E-01,1.85E-01,,,0
1720,1.98E-01,1.87E-01,1.82E-01,,,0
1725,1.97E-01,1.78E-01,1.74E-01,,,0
1730,1.93E-01,1.74E-01,1.70E-01,,,0
1735,1.82E-01,1.62E-01,1.58E-01,,,0
1740,1.90E-01,1.68E-01,1.64E-01,,,0
1745,1.86E-01,1.55E-01,1.51E-01,,,0
1750,1.85E-01,1.66E-01,1.62E-01,,,0
1755,1.85E-01,1.53E-01,1.49E-01,,,0
1760,1.82E-01,1.60E-01,1.56E-01,,,0
1765,1.81E-01,1.33E-01,1.30E-01,,,0
1770,1.80E-01,1.42E-01,1.38E-01,,,0
1775,1.76E-01,1.15E-01,1.12E-01,,,0
1780,1.76E-01,1.01E-01,9.81E-02,,,0
1785,1.74E-01,7.70E-02,7.52E-02,,,0
1790,1.74E-01,8.89E-02,8.68E-02,,,0
1795,1.71E-01,4.69E-02,4.59E-02,,,0
1800,1.68E-01,3.18E-02,3.11E-02,,,0
1805,1.69E-01,1.48E-02,1.45E-02,,,0
1810,1.69E-01,9.69E-03,9.48E-03,,,0
1815,1.55E-01,3.28E-03,3.21E-03,,,0
1820,1.60E-01,9.88E-04,9.66E-04,,,0
1825,1.63E-01,1.27E-03,1.25E-03,,,0
1830,1.59E-01,5.20E-06,5.09E-06,,,0
1835,1.58E-01,6.42E-06,6.28E-06,,,0
1840,1.56E-01,6.27E-08,6.13E-08,,,0
1845,1.53E-01,6.27E-06,6.13E-06,,,0
1850,1.53E-01,3.00E-06,2.93E-06,,,0
1855,1.51E-01,2.84E-07,2.78E-07,,,0
1860,1.49E-01,1.12E-05,1.09E-05,,,0
1865,1.47E-01,1.70E-05,1.66E-05,,,0
1870,1.46E-01,2.67E-10,2.61E-10,,,0
1875,1.32E-01,4.51E-10,4.43E-10,,,0
1880,1.47E-01,7.75E-05,7.61E-05,,,0
1885,1.46E-01,4.39E-05,4.31E-05,,,0
1890,1.40E-01,2.23E-04,2.20E-04,,,0
1895,1.38E-01,1.29E-04,1.27E-04,,,0
1900,1.40E-01,8.62E-07,8.49E-07,,,0
1905,1.39E-01,5.67E-07,5.58E-07,,,0
1910,1.37E-01,2.30E-05,2.27E-05,,,0
1915,1.36E-01,1.99E-05,1.97E-05,,,0
1920,1.35E-01,4.51E-04,4.45E-04,,,0
1925,1.34E-01,9.36E-04,9.23E-04,,,0
1930,1.31E-01,5.52E-04,5.45E-04,,,0
1935,1.32E-01,3.59E-03,3.54E-03,,,0
1940,1.30E-01,3.28E-03,3.24E-03,,,0
1945,1.20E-01,1.09E-02,1.07E-02,,,0
1950,1.26E-01,1.67E-02,1.65E-02,,,0
1955,1.28E-01,1.00E-02,9.89E-03,,,0
1960,1.26E-01,2.19E-02,2.16E-02,,,0
1965,1.23E-01,2.86E-02,2.81E-02,,,0
1970,1.24E-01,4.88E-02,4.81E-02,,,0
1975,1.22E-01,6.79E-02,6.67E-02,,,0
1980,1.20E-01,7.55E-02,7.42E-02,,,0
1985,1.19E-01,8.31E-02,8.16E-02,,,0
1990,1.20E-01,8.56E-02,8.41E-02,,,0
1995,1.17E-01,8.12E-02,7.98E-02,,,0
2000,1.17E-01,3.82E-02,3.75E-02,,,0
2005,1.15E-01,1.50E-02,1.47E-02,,,0
2010,1.15E-01,3.97E-02,3.91E-02,,,0
2015,1.14E-01,2.66E-02,2.62E-02,,,0
2020,1.12E-01,4.50E-02,4.42E-02,,,0
2025,1.12E-01,7.40E-02,7.28E-02,,,0
2030,1.10E-01,8.49E-02,8.35E-02,,,0
2035,1.09E-01,9.64E-02,9.48E-02,,,0
2040,1.07E-01,8.98E-02,8.83E-02,,,0
2045,1.08E-01,9.11E-02,8.96E-02,,,0
2050,1.06E-01,6.79E-02,6.69E-02,,,0
2055,1.05E-01,5.49E-02,5.41E-02,,,0
2060,1.03E-01,6.92E-02,6.82E-02,,,0
2065,1.02E-01,6.19E-02,6.10E-02,,,0
2070,1.01E-01,6.57E-02,6.47E-02,,,0
2075,1.01E-01,7.74E-02,7.63E-02,,,0
2080,9.93E-02,8.68E-02,8.55E-02,,,0
2085,9.83E-02,8.51E-02,8.38E-02,,,0
2090,9.75E-02,8.91E-02,8.78E-02,,,0
2095,9.60E-02,8.97E-02,8.84E-02,,,0
2100,9.62E-02,8.61E-02,8.49E-02,,,0
2105,9.58E-02,9.32E-02,9.18E-02,,,0
2110,9.46E-02,8.97E-02,8.83E-02,,,0
2115,9.39E-02,9.17E-02,9.03E-02,,,0
2120,9.31E-02,8.76E-02,8.63E-02,,,0
2125,9.22E-02,8.86E-02,8.73E-02,,,0
2130,9.24E-02,8.98E-02,8.84E-02,,,0
2135,9.11E-02,9.00E-02,8.87E-02,,,0
2140,9.11E-02,9.08E-02,8.94E-02,,,0
2145,8.99E-02,8.95E-02,8.81E-02,,,0
2150,8.97E-02,8.46E-02,8.34E-02,,,0
2155,8.89E-02,8.48E-02,8.36E-02,,,0
2160,8.79E-02,8.42E-02,8.29E-02,,,0
2165,8.20E-02,7.63E-02,7.52E-02,,,0
2170,8.54E-02,8.20E-02,8.08E-02,,,0
2175,8.58E-02,8.04E-02,7.93E-02,,,0
2180,8.46E-02,8.18E-02,8.06E-02,,,0
2185,8.47E-02,7.46E-02,7.35E-02,,,0
2190,8.31E-02,7.91E-02,7.79E-02,,,0
2195,8.35E-02,7.90E-02,7.78E-02,,,0
2200,8.28E-02,7.12E-02,7.02E-02,,,0
2205,8.09E-02,7.40E-02,7.29E-02,,,0
2210,8.08E-02,7.93E-02,7.82E-02,,,0
2215,8.04E-02,7.63E-02,7.52E-02,,,0
2220,8.00E-02,7.77E-02,7.66E-02,,,0
2225,7.88E-02,7.55E-02,7.44E-02,,,0
2230,7.84E-02,7.58E-02,7.47E-02,,,0
2235,7.79E-02,7.43E-02,7.33E-02,,,0
2240,7.65E-02,7.31E-02,7.21E-02,,,0
2245,7.63E-02,7.08E-02,6.99E-02,,,0
2250,7.54E-02,7.19E-02,7.10E-02,,,0
2255,7.43E-02,6.77E-02,6.69E-02,,,0
2260,7.41E-02,6.69E-02,6.61E-02,,,0
2265,7.33E-02,6.81E-02,6.74E-02,,,0
2270,7.31E-02,6.49E-02,6.41E-02,,,0
2275,7.26E-02,6.40E-02,6.33E-02,,,0
2280,7.14E-02,6.63E-02,6.56E-02,,,0
2285,7.14E-02,6.31E-02,6.24E-02,,,0
2290,7.12E-02,6.32E-02,6.25E-02,,,0
2295,6.93E-02,6.13E-02,6.06E-02,,,0
2300,6.96E-02,5.88E-02,5.82E-02,,,0
2305,6.94E-02,5.92E-02,5.85E-02,,,0
2310,6.89E-02,6.39E-02,6.32E-02,,,0
2315,6.82E-02,5.81E-02,5.75E-02,,,0
2320,6.76E-02,5.20E-02,5.15E-02,,,0
2325,6.56E-02,5.62E-02,5.56E-02,,,0
2330,6.62E-02,5.68E-02,5.62E-02,,,0
2335,6.57E-02,5.80E-02,5.74E-02,,,0
2340,6.52E-02,4.58E-02,4.54E-02,,,0
2345,6.51E-02,5.14E-02,5.09E-02,,,0
2350,6.43E-02,4.15E-02,4.11E-02,,,0
2355,6.26E-02,4.75E-02,4.70E-02,,,0
2360,6.31E-02,5.02E-02,4.97E-02,,,0
2365,6.30E-02,4.94E-02,4.89E-02,,,0
2370,6.24E-02,3.08E-02,3.05E-02,,,0
2375,6.14E-02,4.41E-02,4.37E-02,,,0
2380,6.18E-02,4.26E-02,4.21E-02,,,0
2385,5.91E-02,3.08E-02,3.05E-02,,,0
2390,6.04E-02,3.71E-02,3.67E-02,,,0
2395,6.01E-02,4.06E-02,4.02E-02,,,0
2400,5.97E-02,4.42E-02,4.37E-02,,,0
2405,5.94E-02,3.36E-02,3.33E-02,,,0
2410,5.92E-02,3.38E-02,3.35E-02,,,0
2415,5.70E-02,2.73E-02,2.71E-02,,,0
2420,5.78E-02,2.66E-02,2.64E-02,,,0
2425,5.73E-02,3.31E-02,3.28E-02,,,0
2430,5.72E-02,4.51E-02,4.47E-02,,,0
2435,5.65E-02,1.49E-02,1.48E-02,,,0
2440,5.63E-02,4.32E-02,4.29E-02,,,0
2445,5.56E-02,2.08E-02,2.07E-02,,,0
2450,5.46E-02,1.36E-02,1.35E-02,,,0
2455,5.42E-02,2.49E-02,2.47E-02,,,0
2460,5.45E-02,3.34E-02,3.32E-02,,,0
2465,5.43E-02,2.41E-02,2.40E-02,,,0
2470,5.34E-02,1.67E-02,1.66E-02,,,0
2475,5.34E-02,1.65E-02,1.64E-02,,,0
2480,5.21E-02,8.04E-03,8.00E-03,,,0
2485,5.18E-02,5.61E-03,5.58E-03,,,0
2490,5.22E-02,3.51E-03,3.50E-03,,,0
2495,4.89E-02,2.88E-03,2.86E-03,,,0
2500,5.14E-02,7.06E-03,7.03E-03,,,0
2505,5.08E-02,1.52E-03,1.51E-03,,,0
2510,4.96E-02,2.22E-03,2.21E-03,,,0
2515,4.88E-02,5.19E-04,5.16E-04,,,0
2520,4.81E-02,3.71E-04,3.69E-04,,,0
2525,4.77E-02,4.14E-05,4.12E-05,,,0
2530,4.77E-02,6.36E-07,6.33E-07,,,0
2535,4.71E-02,1.75E-07,1.74E-07,,,0
2540,4.68E-02,3.77E-07,3.75E-07,,,0
2545,4.66E-02,5.38E-11,5.35E-11,,,0
2550,4.63E-02,2.82E-13,2.81E-13,,,0
2555,4.59E-02,1.04E-09,1.04E-09,,,0
2560,4.54E-02,3.10E-11,3.08E-11,,,0
2565,4.52E-02,1.60E-14,1.58E-14,,,0
2570,4.49E-02,1.53E-18,1.52E-18,,,0
2575,4.45E-02,1.08E-27,1.07E-27,,,0
2580,4.41E-02,3.82E-22,3.79E-22,,,0
2585,4.33E-02,1.72E-34,1.71E-34,,,0
2590,4.34E-02,5.48E-31,5.44E-31,,,0
2595,4.30E-02,2.28E-33,2.27E-33,,,0
2600,4.29E-02,4.49E-28,4.46E-28,,,0
2605,4.28E-02,5.81E-35,5.76E-35,,,0
2610,4.25E-02,5.94E-34,5.90E-34,,,0
2615,4.23E-02,1.12E-37,1.11E-37,,,0
2620,4.19E-02,5.65E-29,5.61E-29,,,0
2625,4.06E-02,3.87E-28,3.84E-28,,,0
2630,4.12E-02,2.80E-45,2.80E-45,,,0
2635,4.10E-02,3.90E-16,3.87E-16,,,0
2640,4.02E-02,1.18E-16,1.17E-16,,,0
2645,4.02E-02,9.00E-19,8.93E-19,,,0
2650,4.00E-02,1.43E-19,1.42E-19,,,0
2655,3.96E-02,1.31E-27,1.30E-27,,,0
2660,3.95E-02,2.61E-25,2.59E-25,,,0
2665,3.90E-02,1.11E-37,1.10E-37,,,0
2670,3.91E-02,0.00E+00,0.00E+00,,,0
2675,3.86E-02,0.00E+00,0.00E+00,,,0
2680,3.84E-02,0.00E+00,0.00E+00,,,0
2685,3.82E-02,0.00E+00,0.00E+00,,,0
2690,3.78E-02,1.02E-29,1.02E-29,,,0
2695,3.75E-02,7.13E-33,7.10E-33,,,0
2700,3.71E-02,0.00E+00,0.00E+00,,,0
2705,3.69E-02,2.93E-42,2.93E-42,,,0
2710,3.67E-02,1.13E-35,1.12E-35,,,0
2715,3.66E-02,3.86E-26,3.85E-26,,,0
2720,3.64E-02,5.61E-45,5.61E-45,,,0
2725,3.61E-02,7.29E-22,7.31E-22,,,0
2730,3.60E-02,6.07E-19,6.09E-19,,,0
2735,3.57E-02,5.49E-21,5.51E-21,,,0
2740,3.55E-02,2.33E-27,2.34E-27,,,0
2745,3.54E-02,1.31E-23,1.32E-23,,,0
2750,3.52E-02,1.66E-28,1.68E-28,,,0
2755,3.49E-02,6.73E-44,6.73E-44,,,0
2760,3.46E-02,0.00E+00,0.00E+00,,,0
2765,3.44E-02,2.68E-27,2.70E-27,,,0
2770,3.43E-02,8.38E-24,8.45E-24,,,0
2775,3.39E-02,4.00E-38,4.04E-38,,,0
2780,3.36E-02,4.81E-34,4.85E-34,,,0
2785,3.34E-02,3.89E-27,3.93E-27,,,0
2790,3.32E-02,1.22E-16,1.23E-16,,,0
2795,3.29E-02,3.62E-16,3.66E-16,,,0
2800,3.28E-02,1.65E-12,1.67E-12,,,0
2805,3.25E-02,6.75E-14,6.82E-14,,,0
2810,3.24E-02,4.02E-10,4.07E-10,,,0
2815,3.23E-02,2.87E-10,2.90E-10,,,0
2820,3.21E-02,2.05E-11,2.08E-11,,,0
2825,3.18E-02,1.76E-07,1.78E-07,,,0
2830,3.17E-02,3.90E-06,3.95E-06,,,0
2835,3.15E-02,2.13E-10,2.15E-10,,,0
2840,3.12E-02,1.96E-07,1.98E-07,,,0
2845,3.10E-02,4.06E-05,4.11E-05,,,0
2850,3.07E-02,1.16E-06,1.17E-06,,,0
2855,3.04E-02,4.49E-07,4.54E-07,,,0
2860,3.02E-02,2.54E-05,2.57E-05,,,0
2865,3.00E-02,1.68E-04,1.70E-04,,,0
2870,2.96E-02,6.31E-06,6.39E-06,,,0
2875,2.94E-02,3.92E-04,3.97E-04,,,0
2880,2.94E-02,2.47E-04,2.50E-04,,,0
2885,2.92E-02,4.53E-04,4.59E-04,,,0
2890,2.91E-02,1.86E-04,1.89E-04,,,0
2895,2.90E-02,2.66E-03,2.70E-03,,,0
2900,2.88E-02,8.12E-04,8.22E-04,,,0
2905,2.87E-02,1.11E-04,1.12E-04,,,0
2910,2.85E-02,2.72E-03,2.76E-03,,,0
2915,2.82E-02,1.26E-03,1.27E-03,,,0
2920,2.80E-02,2.89E-03,2.93E-03,,,0
2925,2.78E-02,1.08E-03,1.10E-03,,,0
2930,2.76E-02,5.89E-03,5.96E-03,,,0
2935,2.73E-02,6.49E-03,6.57E-03,,,0
2940,2.71E-02,1.63E-03,1.65E-03,,,0
2945,2.68E-02,1.45E-03,1.47E-03,,,0
2950,2.67E-02,5.23E-03,5.29E-03,,,0
2955,2.66E-02,2.34E-03,2.37E-03,,,0
2960,2.64E-02,4.60E-03,4.65E-03,,,0
2965,2.63E-02,7.44E-03,7.53E-03,,,0
2970,2.61E-02,3.52E-04,3.57E-04,,,0
2975,2.60E-02,8.54E-04,8.65E-04,,,0
2980,2.58E-02,1.34E-03,1.35E-03,,,0
2985,2.57E-02,6.96E-03,7.05E-03,,,0
2990,2.55E-02,1.03E-02,1.04E-02,,,0
2995,2.54E-02,4.28E-03,4.33E-03,,,0
3000,2.53E-02,7.85E-03,7.94E-03,,,0
3005,2.51E-02,2.89E-03,2.93E-03,,,0
3010,2.50E-02,6.85E-03,6.93E-03,,,0
3015,2.49E-02,5.56E-03,5.62E-03,,,0
3020,2.47E-02,6.34E-04,6.41E-04,,,0
3025,2.45E-02,7.50E-03,7.59E-03,,,0
3030,2.44E-02,6.08E-03,6.15E-03,,,0
3035,2.42E-02,2.50E-03,2.53E-03,,,0
3040,2.39E-02,2.02E-03,2.05E-03,,,0
3045,2.40E-02,4.21E-03,4.26E-03,,,0
3050,2.40E-02,1.03E-03,1.04E-03,,,0
3055,2.39E-02,2.89E-04,2.93E-04,,,0
3060,2.38E-02,6.30E-03,6.38E-03,,,0
3065,2.35E-02,2.91E-03,2.95E-03,,,0
3070,2.34E-02,1.75E-03,1.77E-03,,,0
3075,2.34E-02,6.02E-03,6.09E-03,,,0
3080,2.32E-02,3.62E-03,3.66E-03,,,0
3085,2.30E-02,1.77E-03,1.79E-03,,,0
3090,2.28E-02,2.38E-03,2.41E-03,,,0
3095,2.26E-02,6.55E-04,6.63E-04,,,0
3100,2.24E-02,4.40E-03,4.45E-03,,,0
3105,2.23E-02,9.22E-04,9.32E-04,,,0
3110,2.21E-02,8.46E-04,8.55E-04,,,0
3115,2.18E-02,2.27E-03,2.29E-03,,,0
3120,2.17E-02,9.82E-03,9.93E-03,,,0
3125,2.16E-02,3.03E-03,3.06E-03,,,0
3130,2.15E-02,5.76E-03,5.82E-03,,,0
3135,2.14E-02,1.14E-02,1.16E-02,,,0
3140,2.12E-02,3.32E-03,3.36E-03,,,0
3145,2.11E-02,3.25E-03,3.29E-03,,,0
3150,2.09E-02,6.67E-03,6.75E-03,,,0
3155,2.08E-02,5.64E-03,5.70E-03,,,0
3160,2.07E-02,9.23E-03,9.33E-03,,,0
3165,2.07E-02,1.40E-02,1.42E-02,,,0
3170,2.05E-02,1.25E-02,1.26E-02,,,0
3175,2.05E-02,9.23E-03,9.33E-03,,,0
3180,2.03E-02,1.06E-02,1.07E-02,,,0
3185,2.02E-02,8.08E-03,8.16E-03,,,0
3190,2.02E-02,4.24E-03,4.28E-03,,,0
3195,2.01E-02,2.69E-03,2.72E-03,,,0
3200,1.99E-02,4.38E-04,4.43E-04,,,0
3205,1.99E-02,3.10E-04,3.13E-04,,,0
3210,1.98E-02,1.36E-04,1.38E-04,,,0
3215,1.96E-02,4.98E-04,5.02E-04,,,0
3220,1.95E-02,1.61E-03,1.62E-03,,,0
3225,1.94E-02,1.99E-04,2.01E-04,,,0
3230,1.94E-02,3.41E-04,3.44E-04,,,0
3235,1.93E-02,7.29E-03,7.36E-03,,,0
3240,1.92E-02,3.75E-03,3.78E-03,,,0
3245,1.91E-02,7.34E-04,7.41E-04,,,0
3250,1.91E-02,2.61E-03,2.63E-03,,,0
3255,1.89E-02,9.94E-03,1.00E-02,,,0
3260,1.88E-02,1.22E-03,1.24E-03,,,0
3265,1.87E-02,2.45E-03,2.47E-03,,,0
3270,1.86E-02,1.22E-03,1.23E-03,,,0
3275,1.85E-02,5.93E-03,5.98E-03,,,0
3280,1.84E-02,2.86E-03,2.89E-03,,,0
3285,1.83E-02,1.11E-02,1.12E-02,,,0
3290,1.83E-02,8.76E-03,8.83E-03,,,0
3295,1.80E-02,1.22E-03,1.23E-03,,,0
3300,1.79E-02,1.78E-03,1.79E-03,,,0
3305,1.79E-02,3.94E-03,3.97E-03,,,0
3310,1.77E-02,3.92E-03,3.96E-03,,,0
3315,1.76E-02,1.61E-05,1.63E-05,,,0
3320,1.73E-02,6.00E-05,6.05E-05,,,0
